Row Number,Rule,Rule Length
17,bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5  => negative,10
18,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
19,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
20,bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5  => negative,8
21,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
22,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o > 0.5 && middle-right-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5  => negative,8
23,bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5  => negative,8
24,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
25,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
26,bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5  => negative,11
27,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o > 0.5 && middle-right-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5  => negative,8
28,bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5  => negative,8
29,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
30,bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-o <= 0.5  => negative,7
31,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
32,bottom-left-square-b > 0.5 && bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o > 0.5 && middle-right-square-x <= 0.5  => negative,6
33,bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5  => negative,8
34,bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b > 0.5 && top-middle-square-b <= 0.5  => negative,7
35,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
36,bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5  => negative,8
37,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o > 0.5 && middle-right-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5  => negative,8
38,bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5  => negative,10
39,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
40,bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5  => negative,6
41,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
42,bottom-left-square-b > 0.5 && bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o > 0.5 && middle-right-square-x <= 0.5  => negative,6
43,bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5  => negative,10
44,bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5  => negative,11
45,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
46,bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5  => negative,8
47,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
48,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
49,bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5  => negative,8
50,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
51,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
52,bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5  => negative,8
53,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
54,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
55,bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5  => negative,8
56,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5  => negative,9
57,bottom-left-square-o <= 0.5 && bottom-right-square-b > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5  => negative,9
58,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
59,bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5  => negative,6
60,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
61,bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-o <= 0.5  => negative,7
62,bottom-left-square-o <= 0.5 && bottom-left-square-x <= 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5  => negative,11
63,bottom-left-square-o <= 0.5 && bottom-right-square-b > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5  => negative,9
64,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
65,bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5  => negative,8
66,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
67,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
68,bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5  => negative,7
69,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
70,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
71,bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5  => negative,8
72,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
73,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
74,bottom-left-square-o <= 0.5 && bottom-right-square-b > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5  => negative,9
75,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
76,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
77,bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5  => negative,8
78,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
79,bottom-left-square-o > 0.5 && bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5  => negative,7
80,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5  => negative,7
81,bottom-left-square-b <= 0.5 && bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5  => negative,6
82,bottom-left-square-b <= 0.5 && bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5  => negative,6
83,bottom-left-square-b <= 0.5 && bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5  => negative,6
84,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5  => negative,7
85,bottom-left-square-b <= 0.5 && bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5  => negative,6
86,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5  => negative,7
87,bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5  => negative,9
88,bottom-left-square-o > 0.5 && bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-right-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5  => negative,8
89,bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5  => negative,13
90,bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5  => negative,12
91,bottom-left-square-o <= 0.5 && bottom-left-square-x <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5  => negative,15
92,bottom-left-square-o <= 0.5 && bottom-left-square-x <= 0.5 && bottom-middle-square-b > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5  => negative,16
93,bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o > 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5  => negative,12
94,bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5  => negative,10
95,bottom-left-square-b > 0.5 && bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o > 0.5 && middle-right-square-x <= 0.5  => negative,6
96,bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5  => negative,8
97,bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-b > 0.5 && middle-right-square-o > 0.5 && top-right-square-o > 0.5  => negative,7
98,bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5  => negative,11
99,bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x <= 0.5  => negative,8
100,bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5  => negative,11
101,bottom-left-square-o > 0.5 && bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b > 0.5 && middle-left-square-o <= 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5  => negative,11
102,bottom-left-square-b <= 0.5 && bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5  => negative,6
103,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
104,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
105,bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
106,bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5  => negative,6
107,bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5  => negative,6
108,bottom-left-square-b > 0.5 && bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o > 0.5 && middle-right-square-x <= 0.5  => negative,6
