Unique Rules
bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && top-right-square-x > 0.5 => positive
bottom-left-square-x <= 0.5 && bottom-middle-square-x > 0.5 && middle-left-square-o <= 0.5 && top-right-square-o <= 0.5 => positive
middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => positive
bottom-middle-square-o <= 0.5 && middle-middle-square-o > 0.5 && top-middle-square-b <= 0.5 && top-right-square-b <= 0.5 => negative
bottom-left-square-o > 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative
bottom-middle-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => positive
bottom-right-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b > 0.5 => positive
bottom-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => negative
bottom-left-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x > 0.5 && top-right-square-x <= 0.5 => negative
bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative
bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-o > 0.5 => positive
bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x <= 0.5 => positive
bottom-middle-square-x > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-x <= 0.5 && top-right-square-o > 0.5 => positive
bottom-left-square-b <= 0.5 && bottom-left-square-x <= 0.5 && bottom-middle-square-x > 0.5 && top-right-square-o > 0.5 => negative
middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-x <= 0.5 && top-right-square-o > 0.5 => negative
bottom-left-square-o > 0.5 && bottom-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-x <= 0.5 => positive
bottom-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x <= 0.5 => positive
bottom-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x > 0.5 => positive
bottom-middle-square-b <= 0.5 && middle-left-square-o <= 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative
bottom-middle-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive
bottom-left-square-o > 0.5 && bottom-middle-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive
bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-b > 0.5 => positive
bottom-left-square-x <= 0.5 && bottom-right-square-o > 0.5 && top-left-square-x > 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive
bottom-right-square-x > 0.5 && middle-left-square-x > 0.5 && top-middle-square-x <= 0.5 && top-right-square-x > 0.5 => positive
middle-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-b <= 0.5 && top-right-square-o > 0.5 => positive
bottom-middle-square-b <= 0.5 && bottom-right-square-o > 0.5 && top-left-square-x > 0.5 && top-right-square-o > 0.5 => negative
bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative
bottom-left-square-o > 0.5 && middle-left-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 => negative
bottom-middle-square-x > 0.5 && top-left-square-x > 0.5 && top-right-square-b > 0.5 && top-right-square-o <= 0.5 => positive
bottom-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative
bottom-left-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-right-square-o > 0.5 => negative
bottom-left-square-o <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x > 0.5 => positive
bottom-middle-square-x > 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative
bottom-left-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x > 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-b <= 0.5 && top-right-square-o > 0.5 => positive
bottom-middle-square-x > 0.5 && middle-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive
bottom-middle-square-x <= 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive
bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative
middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-middle-square-b <= 0.5 && top-right-square-b <= 0.5 => negative
bottom-left-square-x <= 0.5 && bottom-middle-square-b <= 0.5 && top-left-square-x > 0.5 && top-right-square-o > 0.5 => negative
bottom-right-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o <= 0.5 && top-right-square-x > 0.5 => positive
bottom-left-square-o > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => negative
bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-x > 0.5 && top-right-square-o > 0.5 => negative
bottom-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => negative
bottom-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-b <= 0.5 && top-right-square-o <= 0.5 => negative
bottom-right-square-x > 0.5 && top-left-square-b > 0.5 && top-middle-square-b <= 0.5 && top-right-square-b <= 0.5 => positive
bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => negative
bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => positive
bottom-middle-square-x > 0.5 && middle-left-square-o > 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 => positive
bottom-middle-square-x <= 0.5 && middle-middle-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o > 0.5 => negative
middle-middle-square-o <= 0.5 && middle-middle-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => positive
bottom-left-square-x > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && top-middle-square-b > 0.5 => positive
middle-middle-square-o > 0.5 && top-left-square-o > 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 => negative
bottom-middle-square-b <= 0.5 && middle-middle-square-o > 0.5 && top-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive
bottom-left-square-x <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x > 0.5 => positive
bottom-left-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => positive
bottom-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => negative
bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive
bottom-left-square-x > 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-b <= 0.5 => negative
middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => negative
bottom-left-square-x <= 0.5 && middle-left-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative
middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive
middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x > 0.5 && top-right-square-o > 0.5 => positive
bottom-left-square-o <= 0.5 && middle-left-square-o > 0.5 && top-left-square-x > 0.5 && top-right-square-o <= 0.5 => positive
bottom-middle-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-x <= 0.5 && top-left-square-b > 0.5 && top-left-square-x <= 0.5 && top-right-square-x > 0.5 => positive
bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-right-square-o > 0.5 => negative
middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative
bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive
bottom-middle-square-o <= 0.5 && bottom-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => positive
bottom-left-square-x <= 0.5 && middle-left-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-x <= 0.5 && middle-left-square-o > 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 => positive
bottom-right-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-right-square-o <= 0.5 => negative
bottom-left-square-x > 0.5 && bottom-middle-square-x <= 0.5 && middle-left-square-x > 0.5 && top-right-square-o > 0.5 => negative
bottom-left-square-x <= 0.5 && bottom-middle-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-left-square-x > 0.5 && top-right-square-o > 0.5 => negative
bottom-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 => positive
bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x > 0.5 => positive
middle-middle-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o <= 0.5 && top-right-square-x > 0.5 => positive
bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-x <= 0.5 && middle-left-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 => positive
bottom-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-right-square-o > 0.5 => positive
bottom-middle-square-b <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-x <= 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => negative
bottom-middle-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive
bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && top-right-square-b > 0.5 => positive
bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && top-right-square-x > 0.5 => negative
bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-x <= 0.5 && top-right-square-o > 0.5 => positive
bottom-left-square-x <= 0.5 && bottom-middle-square-b <= 0.5 && middle-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => negative
bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && top-right-square-x <= 0.5 => negative
bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-right-square-o <= 0.5 => negative
bottom-left-square-o > 0.5 && bottom-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x > 0.5 => positive
bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-right-square-x <= 0.5 => negative
bottom-left-square-b <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-b <= 0.5 && middle-left-square-o > 0.5 && middle-middle-square-o > 0.5 && top-middle-square-b > 0.5 => negative
bottom-left-square-x <= 0.5 && bottom-right-square-o > 0.5 && top-left-square-x <= 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && top-middle-square-b > 0.5 => negative
bottom-left-square-x > 0.5 && bottom-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 => positive
middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => positive
bottom-right-square-o > 0.5 && middle-left-square-x > 0.5 && top-left-square-b <= 0.5 && top-right-square-o > 0.5 => negative
bottom-left-square-x > 0.5 && bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && top-right-square-b > 0.5 => positive
bottom-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive
bottom-left-square-o > 0.5 && middle-left-square-o <= 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative
bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && middle-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative
bottom-left-square-o > 0.5 && bottom-left-square-x <= 0.5 && bottom-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive
bottom-middle-square-x <= 0.5 && middle-left-square-o > 0.5 && middle-middle-square-o > 0.5 && top-middle-square-o <= 0.5 => positive
bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative
bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && top-middle-square-x <= 0.5 && top-right-square-x > 0.5 => negative
bottom-middle-square-b <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x > 0.5 && top-right-square-o > 0.5 => negative
bottom-right-square-x <= 0.5 && middle-left-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-o <= 0.5 => negative
bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 => positive
bottom-left-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive
bottom-middle-square-x > 0.5 && bottom-right-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 => positive
bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x <= 0.5 => positive
bottom-left-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-o <= 0.5 && top-right-square-x > 0.5 => positive
bottom-middle-square-o <= 0.5 && middle-left-square-b <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 => positive
bottom-middle-square-o <= 0.5 && bottom-right-square-x <= 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative
middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive
bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => negative
bottom-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative
bottom-middle-square-x <= 0.5 && middle-left-square-b > 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 => negative
middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-o > 0.5 => positive
bottom-middle-square-x <= 0.5 && top-left-square-b <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-b <= 0.5 => negative
middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-x > 0.5 && top-right-square-o <= 0.5 => positive
bottom-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => negative
bottom-middle-square-o <= 0.5 && top-left-square-b > 0.5 && top-middle-square-b <= 0.5 && top-right-square-b <= 0.5 => negative
bottom-left-square-b > 0.5 && bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && top-right-square-x > 0.5 => positive
bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-x <= 0.5 && top-right-square-o > 0.5 => positive
bottom-middle-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x <= 0.5 => positive
bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive
bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x > 0.5 => positive
bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 => negative
bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 => positive
middle-left-square-x > 0.5 && top-middle-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 => positive
bottom-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => negative
bottom-left-square-o > 0.5 && bottom-middle-square-o > 0.5 && middle-left-square-o <= 0.5 && top-right-square-o <= 0.5 => positive
bottom-left-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x > 0.5 => positive
bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && top-middle-square-b > 0.5 => positive
bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive
bottom-left-square-o > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && top-right-square-o <= 0.5 => positive
bottom-left-square-x <= 0.5 && middle-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive
bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && top-right-square-b <= 0.5 => positive
middle-left-square-o > 0.5 && top-left-square-b <= 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => negative
middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-middle-square-x <= 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive
bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative
middle-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-right-square-o <= 0.5 => negative
bottom-left-square-b <= 0.5 && bottom-middle-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive
bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 => positive
bottom-left-square-x > 0.5 && middle-left-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-o > 0.5 => positive
bottom-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive
bottom-middle-square-b <= 0.5 && bottom-right-square-x > 0.5 && top-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive
bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative
middle-middle-square-o > 0.5 && top-left-square-b <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x > 0.5 => negative
bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && middle-left-square-o <= 0.5 && top-right-square-o <= 0.5 => positive
bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive
bottom-left-square-x > 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x <= 0.5 => positive
bottom-left-square-x > 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && top-middle-square-b > 0.5 => negative
bottom-left-square-x > 0.5 && middle-left-square-o > 0.5 && middle-middle-square-o > 0.5 && top-middle-square-b > 0.5 => negative
bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive
middle-middle-square-o <= 0.5 && middle-middle-square-x > 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 => positive
bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-o > 0.5 && top-right-square-x > 0.5 => positive
bottom-middle-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x <= 0.5 => positive
middle-middle-square-o <= 0.5 && middle-middle-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive
bottom-left-square-b <= 0.5 && bottom-left-square-x <= 0.5 && middle-left-square-o > 0.5 && top-right-square-x > 0.5 => negative
bottom-middle-square-x <= 0.5 && top-left-square-b > 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 => negative
bottom-middle-square-x > 0.5 && bottom-right-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o <= 0.5 => positive
bottom-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => positive
middle-left-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && top-middle-square-x <= 0.5 => positive
bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-o > 0.5 => negative
middle-middle-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => negative
bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive
bottom-middle-square-o <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive
bottom-middle-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && top-middle-square-o > 0.5 => negative
middle-left-square-x > 0.5 && top-left-square-x > 0.5 && top-middle-square-x <= 0.5 && top-right-square-x > 0.5 => positive
bottom-left-square-o <= 0.5 && middle-left-square-o > 0.5 && top-left-square-x > 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 => positive
bottom-left-square-x > 0.5 && top-left-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive
bottom-left-square-x > 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-b <= 0.5 => positive
bottom-middle-square-x > 0.5 && bottom-right-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 => positive
bottom-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative
middle-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => positive
bottom-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o <= 0.5 => positive
bottom-middle-square-x > 0.5 && bottom-right-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o > 0.5 => negative
bottom-right-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive
