Row Number,Matched Rules
31,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
35,"['(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.5) && (changes_in_lym > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2']"
36,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
37,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
38,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
39,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
47,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
48,['(no_of_nodes_in > 1.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5)  => 4']
50,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
51,"['(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.5) && (changes_in_lym > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2']"
52,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
53,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
54,"['(no_of_nodes_in <= 1.5) && (changes_in_stru <= 4.0) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 2.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2']"
57,"['(no_of_nodes_in <= 1.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 2.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2']"
58,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
59,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
60,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
62,"['(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2', '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2', '(no_of_nodes_in > 3.5) && (changes_in_node <= 3.5) && (changes_in_lym > 2.5) && (block_of_affere > 1.5)  => 2']"
65,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
67,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
68,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
69,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
72,"['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2', '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']"
75,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
77,"['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2', '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2', '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2']"
79,['(no_of_nodes_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 3']
80,"['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2', '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']"
81,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
82,['(no_of_nodes_in <= 2.5) && (changes_in_lym > 2.5) && (special_forms > 1.5) && (defect_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2']
85,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
89,['(no_of_nodes_in <= 3.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5)  => 2']
90,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
91,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
92,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
94,"['(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.5) && (changes_in_lym > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 6.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 2.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2']"
95,"['(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.5) && (changes_in_lym > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 6.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 2.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2']"
97,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
98,"['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2', '(changes_in_node > 3.5) && (block_of_affere > 1.5)  => 2']"
99,"['(no_of_nodes_in <= 1.5) && (changes_in_stru <= 4.0) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.5) && (changes_in_lym > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 2.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2']"
102,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
103,"['(no_of_nodes_in <= 3.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5)  => 2', '(no_of_nodes_in > 1.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5)  => 2']"
104,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
105,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
107,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
108,"['(no_of_nodes_in > 1.5) && (changes_in_stru <= 4.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 2.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2']"
109,"['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2', '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']"
110,"['(no_of_nodes_in <= 2.5) && (changes_in_lym > 2.5) && (special_forms > 1.5) && (defect_in_node <= 2.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 2.5) && (changes_in_lym > 2.5) && (special_forms > 1.5) && (defect_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2']"
112,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
114,['(no_of_nodes_in <= 3.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5)  => 2']
115,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
116,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
117,['(no_of_nodes_in <= 2.5) && (changes_in_lym > 2.5) && (special_forms > 1.5) && (defect_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2']
123,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
126,['(no_of_nodes_in <= 2.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2']
127,"['(no_of_nodes_in <= 1.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 6.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 2.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2']"
128,"['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2', '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']"
129,['(no_of_nodes_in <= 2.5) && (changes_in_lym > 2.5) && (special_forms > 1.5) && (defect_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2']
131,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
133,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
134,"['(no_of_nodes_in > 1.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5)  => 2', '(no_of_nodes_in > 3.5) && (changes_in_node <= 3.5) && (changes_in_lym > 2.5) && (block_of_affere > 1.5)  => 2', '(no_of_nodes_in > 3.5) && (changes_in_stru > 5.5) && (changes_in_node <= 3.5) && (changes_in_lym > 2.5) && (block_of_affere > 1.5)  => 2']"
137,"['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2', '(changes_in_node > 3.5) && (block_of_affere > 1.5)  => 2']"
138,"['(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2', '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2', '(no_of_nodes_in > 3.5) && (changes_in_node <= 3.5) && (changes_in_lym > 2.5) && (block_of_affere > 1.5)  => 2']"
141,['(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2']
145,"['(no_of_nodes_in <= 1.5) && (changes_in_stru <= 4.0) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 2.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2']"
147,"['(no_of_nodes_in <= 1.5) && (changes_in_stru <= 4.0) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_stru > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 1.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2', '(no_of_nodes_in <= 2.5) && (changes_in_node <= 3.5) && (changes_in_lym <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2']"
148,"['(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5)  => 2', '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2', '(no_of_nodes_in > 3.5) && (changes_in_node <= 3.5) && (changes_in_lym > 2.5) && (block_of_affere > 1.5)  => 2']"
