Order,top-left-square-x,top-left-square-o,top-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,class,Rule_Length,Rule
729,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
730,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
734,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
775,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
782,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
868,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
892,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
893,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
901,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
902,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
904,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
908,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
922,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
935,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
936,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
940,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
941,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
