Order,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,top-right-square-x,top-right-square-o,top-right-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,top-left-square-x,top-left-square-o,top-left-square-b,middle-left-square-x,middle-left-square-o,middle-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,Rule_Length,Rule,Class
524,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
522,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
661,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
741,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
44,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
301,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
11,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
75,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
304,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
909,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
48,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
72,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
107,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
361,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
20,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
890,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
50,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
16,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
47,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
766,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
525,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
354,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-x <= 0.5),negative
