Row Number,Matched Rules,0,1,Longest Rule Length
57,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}",,5
58,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
59,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru <= 4.0 && early_uptake_in <= 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru <= 4.0 && early_uptake_in <= 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 5}",,5
62,"({'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6}",,6
63,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
64,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
67,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5 => 2', 'Rule Length': 5}",,5
70,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
72,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
73,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
74,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
77,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",,4
80,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
82,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && early_uptake_in <= 1.5 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && early_uptake_in <= 1.5 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5}",,5
85,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",,4
86,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
87,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && early_uptake_in > 1.5 && exclusion_of_no <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 2.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && early_uptake_in > 1.5 && exclusion_of_no <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 2.5 => 2', 'Rule Length': 6}",,6
90,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
94,"({'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",,3
95,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
97,"({'Rule': 'block_of_affere <= 1.5 && early_uptake_in > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere <= 1.5 && early_uptake_in > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 4}",,4
99,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
100,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}, {'Rule': 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3})","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",3
101,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru <= 4.0 && early_uptake_in <= 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru <= 4.0 && early_uptake_in <= 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 5}",,5
105,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
106,"({'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in > 1.5 && special_forms <= 2.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in > 1.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",,4
107,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
108,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
109,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
110,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 3.0 && early_uptake_in > 1.5 && no_of_nodes_in > 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}, {'Rule': 'block_of_affere <= 1.5 && changes_in_node <= 3.0 && changes_in_stru <= 5.5 && early_uptake_in > 1.5 && special_forms <= 2.5 => 2', 'Rule Length': 5})","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 3.0 && early_uptake_in > 1.5 && no_of_nodes_in > 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}","{'Rule': 'block_of_affere <= 1.5 && changes_in_node <= 3.0 && changes_in_stru <= 5.5 && early_uptake_in > 1.5 && special_forms <= 2.5 => 2', 'Rule Length': 5}",5
111,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",,4
112,"({'Rule': 'block_of_affere <= 1.5 && changes_in_node <= 3.0 && changes_in_stru <= 5.5 && early_uptake_in > 1.5 && special_forms <= 2.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_node <= 3.0 && changes_in_stru <= 5.5 && early_uptake_in > 1.5 && special_forms <= 2.5 => 2', 'Rule Length': 5}",,5
114,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
115,"({'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",,3
116,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
117,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
118,"({'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6}",,6
126,"({'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 6.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5 && special_forms <= 2.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 6.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}",,6
127,"({'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6}",,6
128,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",,4
129,"({'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru <= 6.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru <= 6.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5 => 2', 'Rule Length': 5}",,5
131,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
133,"({'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in > 1.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}, {'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && changes_in_stru > 4.5 && no_of_nodes_in > 3.5 && special_forms <= 2.5 => 2', 'Rule Length': 5})","{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in > 1.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}","{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && changes_in_stru > 4.5 && no_of_nodes_in > 3.5 && special_forms <= 2.5 => 2', 'Rule Length': 5}",5
136,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
137,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}, {'Rule': 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3})","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",3
138,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5 => 2', 'Rule Length': 5}",,5
140,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
141,"({'Rule': 'block_of_affere <= 1.5 && changes_in_node <= 2.5 && changes_in_stru > 2.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5 => 4', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_node <= 2.5 && changes_in_stru > 2.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5 => 4', 'Rule Length': 5}",,5
142,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,3
145,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru <= 4.0 && early_uptake_in <= 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru <= 4.0 && early_uptake_in <= 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 5}",,5
