Order,top-left-square-x,top-left-square-o,top-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,class,Rule_Length,Rule
72,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
73,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
76,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
106,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
107,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
111,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
113,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
115,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
123,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
127,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
131,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
135,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
139,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
142,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
144,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
188,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
193,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
196,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
208,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
213,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
217,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
219,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
221,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
230,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
233,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
236,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
238,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
277,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
287,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
289,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
291,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
293,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
295,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
487,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
493,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
520,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
522,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
524,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
527,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
534,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
537,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
548,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
552,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
561,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
579,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
580,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
592,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
601,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
608,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
621,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,positive,5,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
