Order,top-left-square-x,top-left-square-o,top-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,class,Rule_Length,Rule
54,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
55,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
56,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
65,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
66,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
67,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
68,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
69,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
234,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
235,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
239,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
491,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
492,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
496,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
599,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
600,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
606,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
607,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
