Order,top-left-square-x,top-left-square-o,top-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,class,Rule_Length,Rule
132,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
136,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
137,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
138,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
140,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
141,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
190,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
191,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
192,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
194,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
195,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
202,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
203,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
204,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
205,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
206,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
207,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
209,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
210,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
211,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
212,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
214,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
216,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
218,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
220,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
222,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
227,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
228,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
229,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
231,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
232,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
237,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
276,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
284,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
285,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
286,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
288,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
290,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
292,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
294,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
296,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
299,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
300,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
301,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
302,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
303,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
304,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
305,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
306,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
309,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
310,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
311,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
313,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
314,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
348,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
350,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
352,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
353,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
354,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
355,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
356,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
358,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
360,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
362,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
364,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
366,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
370,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
371,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
372,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
373,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
374,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
375,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
376,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
381,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
382,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
383,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
384,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
385,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
386,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
387,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
388,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
390,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
391,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
392,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
393,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
394,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
396,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
397,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
398,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
399,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
400,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
401,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
