Order,top-left-square-x,top-left-square-o,top-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,class,Rule_Length,Rule
725,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
728,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
731,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
732,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
733,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
739,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
777,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
778,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
779,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
781,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
786,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
788,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
789,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
792,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
797,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
802,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
823,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
870,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
873,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
894,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
895,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
896,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
898,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
899,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
900,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
903,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
905,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
906,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
907,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
913,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
924,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
926,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
937,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
938,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
939,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
942,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
