Row Number,Shortest Rules
39,"[{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && middle-left-square-b <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && middle-left-square-o > 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
40,"[{'Rule': 'bottom-middle-square-x > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-right-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
41,"[{'Rule': 'middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-b > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && middle-left-square-o > 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
42,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-right-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x <= 0.5 && bottom-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && middle-left-square-b <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && middle-left-square-o > 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
43,"[{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
44,"[{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b > 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
45,"[{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-right-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
46,"[{'Rule': 'bottom-middle-square-x > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-o <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
47,"[{'Rule': 'middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-right-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
48,"[{'Rule': 'middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-right-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-b > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && middle-left-square-o > 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
49,"[{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-right-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
50,"[{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-right-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b > 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
51,"[{'Rule': 'middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-b > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
52,"[{'Rule': 'middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-b > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-b > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b > 0.5 && middle-right-square-x <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
