Row Number,Matched Rules,0
41,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",
42,"{'Rule': 'bottom-left-square-b > 0.5 && bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o > 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 9}",
43,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
44,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
45,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => negative', 'Rule Length': 4}",
46,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
47,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",
48,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",
49,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => negative', 'Rule Length': 4}",
50,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => negative', 'Rule Length': 4}",
51,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",
52,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
53,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
54,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",
55,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
56,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
57,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
58,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
59,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-b > 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",
60,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",
61,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7}",
62,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
63,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
64,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => negative', 'Rule Length': 4}",
65,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
66,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",
67,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",
68,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => negative', 'Rule Length': 4}",
69,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => negative', 'Rule Length': 4}",
70,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
71,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
72,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",
73,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",
74,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
75,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
76,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",
77,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
78,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => negative', 'Rule Length': 4}",
79,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7}",
80,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x > 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 11}",
81,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 11}",
82,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && bottom-middle-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-right-square-b <= 0.5 && top-left-square-b <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 11}",
83,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => negative', 'Rule Length': 4}",
84,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => negative', 'Rule Length': 4}",
85,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 11}",
86,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => negative', 'Rule Length': 4}",
87,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 9}",
88,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 9}",
89,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 12}",
90,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-o > 0.5 && top-left-square-b <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 12}",
91,"{'Rule': 'bottom-left-square-b > 0.5 && bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o > 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 9}",
92,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-left-square-b <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 12}",
93,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-b > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-right-square-b > 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 11}",
94,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 10}",
95,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => negative', 'Rule Length': 4}",
96,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => negative', 'Rule Length': 4}",
97,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-b > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7}",
98,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 11}",
