Row Number,Matched Rules,0,1,2
22,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
23,"({'Rule': '(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 3}",,
24,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
27,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
29,"({'Rule': '(no_of_nodes_in <= 3.0) && (early_uptake_in <= 1.5) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.0) && (early_uptake_in <= 1.5) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3}",,
32,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
33,"({'Rule': '(no_of_nodes_in <= 3.0) && (early_uptake_in <= 1.5) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.0) && (early_uptake_in <= 1.5) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3}",,
36,"({'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.0) && (early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5},)","{'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.0) && (early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}",,
37,"({'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.0) && (early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5},)","{'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.0) && (early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}",,
38,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
39,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
40,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
41,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
42,"({'Rule': '(no_of_nodes_in > 1.5) && (changes_in_stru > 2.0) && (early_uptake_in <= 1.5) && (changes_in_lym <= 2.5) && (block_of_affere <= 1.5) => 4', 'Rule Length': 5},)","{'Rule': '(no_of_nodes_in > 1.5) && (changes_in_stru > 2.0) && (early_uptake_in <= 1.5) && (changes_in_lym <= 2.5) && (block_of_affere <= 1.5) => 4', 'Rule Length': 5}",,
50,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
51,"({'Rule': '(no_of_nodes_in > 1.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5) => 4', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in > 1.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5) => 4', 'Rule Length': 3}",,
53,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
54,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
55,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
56,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
57,"({'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru <= 4.0) && (early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}, {'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.0) && (early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5})","{'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru <= 4.0) && (early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}","{'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.0) && (early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}",
60,"({'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.0) && (changes_in_node > 2.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 6},)","{'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.0) && (changes_in_node > 2.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 6}",,
61,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
62,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
64,"({'Rule': '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (special_forms > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 4}, {'Rule': '(no_of_nodes_in > 3.5) && (changes_in_node <= 3.5) && (changes_in_lym > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 4})","{'Rule': '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (special_forms > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 4}","{'Rule': '(no_of_nodes_in > 3.5) && (changes_in_node <= 3.5) && (changes_in_lym > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 4}"
67,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
69,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
70,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
71,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
72,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
75,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3})","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",
76,"({'Rule': '(no_of_nodes_in <= 3.0) && (early_uptake_in <= 1.5) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.0) && (early_uptake_in <= 1.5) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3}",,
78,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
79,"({'Rule': '(no_of_nodes_in <= 3.0) && (early_uptake_in <= 1.5) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.0) && (early_uptake_in <= 1.5) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3}",,
80,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (special_forms > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 4})","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (special_forms > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 4}"
82,"({'Rule': '(no_of_nodes_in <= 3.0) && (early_uptake_in <= 1.5) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.0) && (early_uptake_in <= 1.5) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3}",,
83,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3})","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",
84,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
85,"({'Rule': '(early_uptake_in > 1.5) && (changes_in_lym > 2.5) && (special_forms > 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4}, {'Rule': '(early_uptake_in > 1.5) && (changes_in_lym > 2.5) && (special_forms > 2.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4})","{'Rule': '(early_uptake_in > 1.5) && (changes_in_lym > 2.5) && (special_forms > 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4}","{'Rule': '(early_uptake_in > 1.5) && (changes_in_lym > 2.5) && (special_forms > 2.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4}",
86,"({'Rule': '(early_uptake_in <= 1.5) && (block_of_affere <= 1.5) => 1', 'Rule Length': 2},)","{'Rule': '(early_uptake_in <= 1.5) && (block_of_affere <= 1.5) => 1', 'Rule Length': 2}",,
88,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
92,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
93,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
94,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
96,"({'Rule': '(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 3}",,
98,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
99,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node > 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 2})","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node > 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 2}",
100,"({'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru <= 4.0) && (early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}, {'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru <= 4.0) && (early_uptake_in <= 1.5) && (changes_in_lym > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 6}, {'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.0) && (early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5})","{'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru <= 4.0) && (early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}","{'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru <= 4.0) && (early_uptake_in <= 1.5) && (changes_in_lym > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 6}","{'Rule': '(no_of_nodes_in <= 1.5) && (changes_in_stru > 2.0) && (early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}"
103,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
104,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(no_of_nodes_in > 1.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3})","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(no_of_nodes_in > 1.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",
105,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
106,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
108,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
109,"({'Rule': '(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 3}, {'Rule': '(no_of_nodes_in > 1.5) && (changes_in_stru <= 5.5) && (early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5})","{'Rule': '(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 3}","{'Rule': '(no_of_nodes_in > 1.5) && (changes_in_stru <= 5.5) && (early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}",
110,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3})","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(no_of_nodes_in > 2.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",
111,"({'Rule': '(early_uptake_in > 1.5) && (changes_in_lym > 2.5) && (special_forms > 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4},)","{'Rule': '(early_uptake_in > 1.5) && (changes_in_lym > 2.5) && (special_forms > 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4}",,
113,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node <= 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
114,"({'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(no_of_nodes_in <= 3.5) && (changes_in_node > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
