Row Number,Matched Rules,0,1,Unique Rule Count
24,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
25,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
26,"({'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",,2
31,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
35,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 5.5 && exclusion_of_no <= 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 5.5 && exclusion_of_no <= 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}",,2
36,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 5.5 && exclusion_of_no <= 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 5.5 && exclusion_of_no <= 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}",,2
37,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 5.5 && exclusion_of_no <= 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 5.5 && exclusion_of_no <= 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}",,2
38,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
39,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
40,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
41,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
42,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
49,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
50,"({'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && defect_in_node > 3.0 && no_of_nodes_in > 1.5 => 4', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && defect_in_node > 3.0 && no_of_nodes_in > 1.5 => 4', 'Rule Length': 4}",,2
52,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
53,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}",,2
54,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
55,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
56,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}",,2
59,"({'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru <= 6.5 && defect_in_node > 3.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru <= 6.5 && defect_in_node > 3.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6}",,2
60,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
61,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
62,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
65,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5}, {'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5 => 2', 'Rule Length': 5})","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5}","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5 => 2', 'Rule Length': 5}",4
68,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
70,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
71,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
72,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
73,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
76,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",,2
79,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
81,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5}",,2
84,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",,2
85,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",,2
86,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
87,"({'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 3.5 && defect_in_node <= 3.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 3.5 && defect_in_node <= 3.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6}",,2
90,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
94,"({'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",,2
95,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
98,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
99,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}, {'Rule': 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3})","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",4
100,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}",,2
104,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
105,"({'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && defect_in_node <= 3.0 && no_of_nodes_in > 1.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && defect_in_node <= 3.0 && no_of_nodes_in > 1.5 => 2', 'Rule Length': 4}",,2
106,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
107,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
108,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
109,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru <= 4.5 && defect_in_node > 1.5 && no_of_nodes_in > 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru <= 4.5 && defect_in_node > 1.5 && no_of_nodes_in > 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}",,2
110,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",,2
111,"({'Rule': 'block_of_affere <= 1.5 && changes_in_node <= 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in <= 2.5 && special_forms > 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_node <= 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in <= 2.5 && special_forms > 1.5 => 2', 'Rule Length': 5}",,2
113,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
115,"({'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",,2
116,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
117,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
118,"({'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 3.5 && defect_in_node <= 3.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 3.5 && defect_in_node <= 3.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6}",,2
126,"({'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 3.5 && defect_in_node > 3.5 && no_of_nodes_in > 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 3.5 && defect_in_node > 3.5 && no_of_nodes_in > 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6}",,2
127,"({'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 3.5 && defect_in_node <= 3.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 3.5 && defect_in_node <= 3.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6}",,2
128,"({'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && defect_in_node > 2.5 && no_of_nodes_in > 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && defect_in_node > 2.5 && no_of_nodes_in > 1.5 && special_forms > 1.5 => 2', 'Rule Length': 6}",,2
130,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
132,"({'Rule': 'block_of_affere > 1.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && no_of_nodes_in > 3.5 && special_forms <= 2.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && no_of_nodes_in > 3.5 && special_forms <= 2.5 => 2', 'Rule Length': 5}",,2
135,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
136,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}, {'Rule': 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3})","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",4
137,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5}, {'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5 => 2', 'Rule Length': 5})","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5}","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5 => 2', 'Rule Length': 5}",4
140,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
142,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",,2
145,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}",,2
147,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}",,2
148,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5}, {'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5 => 2', 'Rule Length': 5})","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5}","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5 => 2', 'Rule Length': 5}",4
