Row Number,Matched Rules,0,1,2
18,"({'Rule': '(changes_in_node <= 2.5) && (no_of_nodes_in > 1.5) && (block_of_affere > 1.5) => 4', 'Rule Length': 3}, {'Rule': '(changes_in_stru > 4.5) && (changes_in_node <= 3.5) && (no_of_nodes_in > 3.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) => 4', 'Rule Length': 5})","{'Rule': '(changes_in_node <= 2.5) && (no_of_nodes_in > 1.5) && (block_of_affere > 1.5) => 4', 'Rule Length': 3}","{'Rule': '(changes_in_stru > 4.5) && (changes_in_node <= 3.5) && (no_of_nodes_in > 3.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) => 4', 'Rule Length': 5}",
19,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
20,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3})","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",
21,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3})","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",
22,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
23,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
24,"({'Rule': '(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 3}, {'Rule': '(changes_in_stru <= 5.5) && (early_uptake_in > 1.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4})","{'Rule': '(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 3}","{'Rule': '(changes_in_stru <= 5.5) && (early_uptake_in > 1.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4}",
25,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
28,"({'Rule': '(changes_in_node <= 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node <= 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
30,"({'Rule': '(early_uptake_in <= 1.5) && (no_of_nodes_in <= 3.0) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (no_of_nodes_in <= 3.0) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3}",,
33,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
34,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
35,"({'Rule': '(early_uptake_in <= 1.5) && (no_of_nodes_in <= 3.0) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (no_of_nodes_in <= 3.0) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3}",,
38,"({'Rule': '(changes_in_stru > 4.0) && (changes_in_node <= 2.5) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}, {'Rule': '(changes_in_stru > 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4})","{'Rule': '(changes_in_stru > 4.0) && (changes_in_node <= 2.5) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}","{'Rule': '(changes_in_stru > 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4}",
39,"({'Rule': '(changes_in_stru > 4.0) && (changes_in_node <= 2.5) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}, {'Rule': '(changes_in_stru > 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4})","{'Rule': '(changes_in_stru > 4.0) && (changes_in_node <= 2.5) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}","{'Rule': '(changes_in_stru > 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4}",
40,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
41,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
42,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
43,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
44,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
45,"({'Rule': '(changes_in_stru > 2.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in > 1.5) && (block_of_affere <= 1.5) => 4', 'Rule Length': 4},)","{'Rule': '(changes_in_stru > 2.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in > 1.5) && (block_of_affere <= 1.5) => 4', 'Rule Length': 4}",,
52,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
53,"({'Rule': '(changes_in_node <= 2.5) && (no_of_nodes_in > 1.5) && (block_of_affere > 1.5) => 4', 'Rule Length': 3}, {'Rule': '(changes_in_stru <= 4.5) && (changes_in_node <= 2.5) && (no_of_nodes_in > 3.5) && (special_forms > 1.5) && (block_of_affere > 1.5) => 4', 'Rule Length': 5})","{'Rule': '(changes_in_node <= 2.5) && (no_of_nodes_in > 1.5) && (block_of_affere > 1.5) => 4', 'Rule Length': 3}","{'Rule': '(changes_in_stru <= 4.5) && (changes_in_node <= 2.5) && (no_of_nodes_in > 3.5) && (special_forms > 1.5) && (block_of_affere > 1.5) => 4', 'Rule Length': 5}",
55,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
56,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
57,"({'Rule': '(changes_in_stru > 4.0) && (changes_in_node <= 2.5) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}, {'Rule': '(changes_in_stru > 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4})","{'Rule': '(changes_in_stru > 4.0) && (changes_in_node <= 2.5) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}","{'Rule': '(changes_in_stru > 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4}",
58,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
59,"({'Rule': '(changes_in_stru <= 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4},)","{'Rule': '(changes_in_stru <= 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4}",,
62,"({'Rule': '(changes_in_stru > 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4},)","{'Rule': '(changes_in_stru > 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4}",,
63,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
64,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
67,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (special_forms > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 4}, {'Rule': '(changes_in_stru <= 4.5) && (changes_in_node <= 3.5) && (no_of_nodes_in > 3.5) && (special_forms > 1.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 5})","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (special_forms > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 4}","{'Rule': '(changes_in_stru <= 4.5) && (changes_in_node <= 3.5) && (no_of_nodes_in > 3.5) && (special_forms > 1.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 5}"
70,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
72,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
73,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
74,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
77,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3})","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",
78,"({'Rule': '(early_uptake_in <= 1.5) && (no_of_nodes_in <= 3.0) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (no_of_nodes_in <= 3.0) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3}",,
80,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
81,"({'Rule': '(early_uptake_in <= 1.5) && (no_of_nodes_in <= 3.0) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (no_of_nodes_in <= 3.0) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3}",,
82,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (special_forms > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 4})","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (special_forms > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 4}"
84,"({'Rule': '(early_uptake_in <= 1.5) && (no_of_nodes_in <= 3.0) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (no_of_nodes_in <= 3.0) && (block_of_affere <= 1.5) => 3', 'Rule Length': 3}",,
85,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3})","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",
86,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
87,"({'Rule': '(changes_in_stru > 4.0) && (early_uptake_in > 1.5) && (exclusion_of_no <= 1.5) && (special_forms > 2.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5},)","{'Rule': '(changes_in_stru > 4.0) && (early_uptake_in > 1.5) && (exclusion_of_no <= 1.5) && (special_forms > 2.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}",,
88,"({'Rule': '(early_uptake_in <= 1.5) && (block_of_affere <= 1.5) => 1', 'Rule Length': 2},)","{'Rule': '(early_uptake_in <= 1.5) && (block_of_affere <= 1.5) => 1', 'Rule Length': 2}",,
90,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
94,"({'Rule': '(changes_in_node <= 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node <= 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
95,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
97,"({'Rule': '(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 3}",,
99,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
100,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node > 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 2})","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node > 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 2}",
101,"({'Rule': '(changes_in_stru <= 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4},)","{'Rule': '(changes_in_stru <= 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4}",,
105,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
106,"({'Rule': '(changes_in_node <= 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node <= 2.5) && (no_of_nodes_in > 1.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3})","{'Rule': '(changes_in_node <= 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node <= 2.5) && (no_of_nodes_in > 1.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",
107,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
108,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
109,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
110,"({'Rule': '(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 3}, {'Rule': '(early_uptake_in > 1.5) && (exclusion_of_no <= 1.5) && (no_of_nodes_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}, {'Rule': '(changes_in_stru <= 5.5) && (early_uptake_in > 1.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4})","{'Rule': '(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 3}","{'Rule': '(early_uptake_in > 1.5) && (exclusion_of_no <= 1.5) && (no_of_nodes_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 5}","{'Rule': '(changes_in_stru <= 5.5) && (early_uptake_in > 1.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4}"
111,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3})","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",
112,"({'Rule': '(changes_in_stru <= 5.5) && (early_uptake_in > 1.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4},)","{'Rule': '(changes_in_stru <= 5.5) && (early_uptake_in > 1.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5) => 2', 'Rule Length': 4}",,
114,"({'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
115,"({'Rule': '(changes_in_node <= 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(changes_in_node <= 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5) => 2', 'Rule Length': 3}",,
