Row Number,Matched Rules
82,"['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2', '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5)  => 2', '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2']"
84,['(early_uptake_in <= 1.5) && (no_of_nodes_in <= 3.0) && (block_of_affere <= 1.5)  => 3']
85,"['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2', '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5)  => 2']"
86,['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
87,['(changes_in_stru > 4.0) && (early_uptake_in > 1.5) && (exclusion_of_no <= 1.5) && (special_forms > 2.5) && (block_of_affere <= 1.5)  => 2']
88,['(early_uptake_in <= 1.5) && (block_of_affere <= 1.5)  => 1']
90,['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
94,['(changes_in_node <= 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
95,['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
97,['(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2']
99,['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
100,"['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2', '(changes_in_node > 3.5) && (block_of_affere > 1.5)  => 2']"
101,['(changes_in_stru <= 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5)  => 2']
105,['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
106,"['(changes_in_node <= 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2', '(changes_in_node <= 2.5) && (no_of_nodes_in > 1.5) && (block_of_affere > 1.5)  => 2']"
107,['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
108,['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
109,['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
110,"['(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(early_uptake_in > 1.5) && (exclusion_of_no <= 1.5) && (no_of_nodes_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(changes_in_stru <= 5.5) && (early_uptake_in > 1.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2']"
111,"['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2', '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5)  => 2']"
112,['(changes_in_stru <= 5.5) && (early_uptake_in > 1.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2']
114,['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
115,['(changes_in_node <= 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
116,['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
117,['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
118,['(changes_in_stru > 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5)  => 2']
126,['(changes_in_stru > 2.0) && (changes_in_node > 2.5) && (early_uptake_in <= 1.5) && (no_of_nodes_in > 1.5) && (block_of_affere <= 1.5)  => 2']
127,['(changes_in_stru > 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5)  => 2']
128,"['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2', '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5)  => 2']"
129,"['(changes_in_stru > 2.0) && (changes_in_node > 2.5) && (early_uptake_in <= 1.5) && (no_of_nodes_in > 1.5) && (block_of_affere <= 1.5)  => 2', '(changes_in_stru > 2.0) && (changes_in_node > 2.5) && (early_uptake_in <= 1.5) && (no_of_nodes_in > 1.5) && (special_forms > 2.5) && (block_of_affere <= 1.5)  => 2']"
131,['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
133,"['(changes_in_node <= 2.5) && (no_of_nodes_in > 1.5) && (block_of_affere > 1.5)  => 2', '(changes_in_stru > 4.5) && (changes_in_node <= 3.5) && (no_of_nodes_in > 3.5) && (special_forms <= 2.5) && (block_of_affere > 1.5)  => 2']"
136,['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
137,"['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2', '(changes_in_node > 3.5) && (block_of_affere > 1.5)  => 2']"
138,"['(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5)  => 2', '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2', '(changes_in_stru <= 4.5) && (changes_in_node <= 3.5) && (no_of_nodes_in > 3.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2']"
140,['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
141,['(changes_in_stru > 2.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in > 1.5) && (block_of_affere <= 1.5)  => 4']
142,['(changes_in_node > 2.5) && (no_of_nodes_in <= 3.5) && (block_of_affere > 1.5)  => 2']
145,['(changes_in_stru <= 4.0) && (early_uptake_in <= 1.5) && (no_of_nodes_in <= 1.5) && (block_of_affere <= 1.5)  => 2']
147,"['(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere <= 1.5)  => 2', '(changes_in_stru <= 5.5) && (early_uptake_in > 1.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5)  => 2']"
148,"['(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (block_of_affere > 1.5)  => 2', '(changes_in_node > 2.5) && (no_of_nodes_in > 2.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2', '(changes_in_stru <= 4.5) && (changes_in_node <= 3.5) && (no_of_nodes_in > 3.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2']"
