Row Number,Rule,Rule Length
87,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
89,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
90,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
91,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
92,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
93,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
94,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
95,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
99,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
108,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
109,(special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (defect_in_node > 2.5) && (no_of_nodes_in > 2.5)  => 2,5
110,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
111,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
112,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
113,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
115,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
116,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
117,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
123,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2,4
125,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
126,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
127,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
128,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2,4
129,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
134,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2,4
135,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
137,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
142,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 4,2
144,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
145,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
146,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
147,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
