Row Number,Matched Rules,Unique Rule Count
92,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
93,"['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2', 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5  => 2']",2
94,['block_of_affere <= 1.5 && changes_in_stru > 2.0 && early_uptake_in <= 1.5 && extravasates <= 1.5 && lym_nodes_enlar <= 1.5  => 2'],1
97,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
98,['block_of_affere > 1.5 && changes_in_node <= 2.5 && lym_nodes_enlar <= 2.5 && no_of_nodes_in <= 3.5  => 2'],1
99,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
100,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
102,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
103,['block_of_affere <= 1.5 && changes_in_node > 1.5 && early_uptake_in > 1.5 && exclusion_of_no <= 1.5 && no_of_nodes_in > 1.5 && special_forms <= 1.5  => 2'],1
104,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
105,['block_of_affere <= 1.5 && changes_in_lym > 2.5 && dislocation_of > 1.5 && early_uptake_in > 1.5 && extravasates <= 1.5 && special_forms <= 2.5  => 2'],1
107,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
109,['block_of_affere > 1.5 && changes_in_node <= 2.5 && lym_nodes_enlar <= 2.5 && no_of_nodes_in <= 3.5  => 2'],1
110,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
111,['block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 3.5 && early_uptake_in <= 1.5 && extravasates <= 1.5 && lym_nodes_enlar > 1.5  => 2'],1
113,['block_of_affere <= 1.5 && changes_in_node <= 2.5 && changes_in_stru > 3.5 && early_uptake_in <= 1.5 && exclusion_of_no <= 1.5 && extravasates <= 1.5 && lym_nodes_enlar > 1.5  => 2'],1
118,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
121,['block_of_affere <= 1.5 && changes_in_stru > 2.0 && early_uptake_in <= 1.5 && extravasates <= 1.5 && lym_nodes_enlar <= 1.5  => 2'],1
122,['block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 3.5 && early_uptake_in <= 1.5 && extravasates <= 1.5 && lym_nodes_enlar > 1.5  => 2'],1
123,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
124,['block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 3.5 && early_uptake_in <= 1.5 && extravasates <= 1.5 && lym_nodes_enlar > 1.5  => 2'],1
125,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
127,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
128,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
130,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
131,['block_of_affere > 1.5 && by_pass <= 1.5 && changes_in_lym > 2.5 && changes_in_node <= 3.5 && dislocation_of <= 1.5 && lym_nodes_dimin <= 1.5 && no_of_nodes_in > 3.5  => 2'],1
134,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
135,"['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2', 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5  => 2']",2
136,['block_of_affere > 1.5 && by_pass > 1.5 && changes_in_lym > 2.5 && changes_in_node <= 3.5 && lym_nodes_dimin <= 1.5 && no_of_nodes_in > 3.5  => 2'],1
139,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
141,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
143,['block_of_affere > 1.5 && changes_in_node > 2.5 && lym_nodes_enlar <= 3.5 && no_of_nodes_in <= 3.5  => 2'],1
145,['block_of_affere <= 1.5 && changes_in_stru > 2.0 && early_uptake_in <= 1.5 && extravasates <= 1.5 && lym_nodes_enlar <= 1.5  => 2'],1
147,['block_of_affere <= 1.5 && early_uptake_in > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5  => 2'],1
148,['block_of_affere > 1.5 && by_pass > 1.5 && changes_in_lym > 2.5 && changes_in_node <= 3.5 && lym_nodes_dimin <= 1.5 && no_of_nodes_in > 3.5  => 2'],1
