Row Number,Matched Rules,0,1,2
19,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}, {'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_lym > 2.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5})","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_lym > 2.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}",
20,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
21,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
22,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}",,
23,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}",
24,"({'Rule': '(early_uptake_in > 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_stru <= 2.0) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 5},)","{'Rule': '(early_uptake_in > 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_stru <= 2.0) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 5}",,
36,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
37,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
38,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (changes_in_stru <= 5.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 6})","{'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (changes_in_stru <= 5.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 6}"
39,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
40,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}, {'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_lym > 2.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5})","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_lym > 2.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}",
41,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}, {'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_lym > 2.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5})","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_lym > 2.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}",
42,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 4', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 4', 'Rule Length': 2}",,
49,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3', 'Rule Length': 3},)","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3', 'Rule Length': 3}",,
50,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}",,
55,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}",,
56,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",,
57,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
60,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}",
61,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}",,
62,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (changes_in_stru <= 5.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 6})","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (changes_in_stru <= 5.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 6}",
64,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
65,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3', 'Rule Length': 3},)","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3', 'Rule Length': 3}",,
69,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}",,
70,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}",,
71,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (changes_in_stru <= 5.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 6})","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (changes_in_stru <= 5.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 6}",
72,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (changes_in_stru <= 5.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 6})","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (changes_in_stru <= 5.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 6}",
75,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}",,
80,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}",,
83,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}, {'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_lym > 2.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5})","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_lym > 2.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}",
84,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
85,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}",
88,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}",,
90,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3', 'Rule Length': 3},)","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3', 'Rule Length': 3}",,
92,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 5.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 5})","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 5.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 5}",
96,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
98,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}",,
99,"({'Rule': '(early_uptake_in > 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_stru <= 2.0) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 5},)","{'Rule': '(early_uptake_in > 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_stru <= 2.0) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 5}",,
100,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}",
103,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3},)","{'Rule': '(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2', 'Rule Length': 3}",,
104,"({'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",,
105,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (changes_in_stru <= 5.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 6})","{'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (changes_in_stru <= 5.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 6}"
106,"({'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5)  => 2', 'Rule Length': 4},)","{'Rule': '(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5)  => 2', 'Rule Length': 4}",,
