Row Number,Matched Rules,0,1,2
35,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
38,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
39,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
40,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 4', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 4', 'Rule Length': 2}",,
46,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
50,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
51,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
52,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
53,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
54,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
55,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
56,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
57,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}",
63,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
68,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
69,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
80,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
82,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}",
84,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
87,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
89,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
90,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
91,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
92,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
93,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
94,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
95,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
99,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}",
108,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
109,"({'Rule': '(special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (defect_in_node > 2.5) && (no_of_nodes_in > 2.5)  => 2', 'Rule Length': 5}, {'Rule': '(special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (defect_in_node > 3.5) && (no_of_nodes_in > 2.5)  => 2', 'Rule Length': 5})","{'Rule': '(special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (defect_in_node > 2.5) && (no_of_nodes_in > 2.5)  => 2', 'Rule Length': 5}","{'Rule': '(special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5) && (defect_in_node > 3.5) && (no_of_nodes_in > 2.5)  => 2', 'Rule Length': 5}",
110,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(special_forms <= 2.5) && (block_of_affere <= 1.5) && (changes_in_node <= 2.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}"
111,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
112,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
113,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
115,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
116,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
117,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}",
123,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
125,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
126,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}",,
127,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node > 2.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}",
128,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}, {'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4})","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (changes_in_node > 2.5) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 5}","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",
129,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2', 'Rule Length': 2}",,
134,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2', 'Rule Length': 4}",,
135,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
137,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
