Row Number,Matched Rules,0,1,2
71,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
72,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
73,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
87,"({'Rule': '(changes_in_node > 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2})","{'Rule': '(changes_in_node > 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2}",
89,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
92,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
94,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
95,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
96,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
100,"({'Rule': '(changes_in_node > 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2})","{'Rule': '(changes_in_node > 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2}",
109,"({'Rule': '(changes_in_node <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2})","{'Rule': '(changes_in_node <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2}"
110,"({'Rule': '(changes_in_node > 2.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 3.5) && (no_of_nodes_in > 2.5)  => 2', 'Rule Length': 5},)","{'Rule': '(changes_in_node > 2.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 3.5) && (no_of_nodes_in > 2.5)  => 2', 'Rule Length': 5}",,
111,"({'Rule': '(changes_in_node <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2})","{'Rule': '(changes_in_node <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2}"
112,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
113,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
114,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
116,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
117,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
118,"({'Rule': '(changes_in_node > 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2})","{'Rule': '(changes_in_node > 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2}",
125,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
126,"({'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2},)","{'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2}",,
127,"({'Rule': '(changes_in_node > 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2})","{'Rule': '(changes_in_node > 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2}",
128,"({'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2},)","{'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2}",,
133,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
135,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
136,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2', 'Rule Length': 4}",,
141,"({'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 4', 'Rule Length': 2},)","{'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 4', 'Rule Length': 2}",,
144,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
145,"({'Rule': '(changes_in_node <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2})","{'Rule': '(changes_in_node <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2}"
146,"({'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3},)","{'Rule': '(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3', 'Rule Length': 3}",,
147,"({'Rule': '(changes_in_node <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}, {'Rule': '(changes_in_node <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}, {'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2})","{'Rule': '(changes_in_node <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 3}","{'Rule': '(changes_in_node <= 2.5) && (special_forms <= 2.5) && (block_of_affere <= 1.5) && (no_of_nodes_in <= 2.5)  => 2', 'Rule Length': 4}","{'Rule': '(changes_in_node <= 3.5) && (block_of_affere <= 1.5)  => 2', 'Rule Length': 2}"
