Row Number,Matched Rules,Unique Rule Count
64,['block_of_affere > 1.5 && changes_in_lym > 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 5.5 && no_of_nodes_in > 3.5  => 2'],1
67,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
69,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
70,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
71,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
72,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
75,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5  => 2'],1
78,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
80,['block_of_affere > 1.5 && changes_in_node > 2.5 && early_uptake_in <= 1.5 && no_of_nodes_in > 2.5 && special_forms > 2.5  => 2'],1
83,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5  => 2'],1
84,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
85,['block_of_affere <= 1.5 && changes_in_lym > 2.5 && early_uptake_in > 1.5 && no_of_nodes_in <= 1.5 && special_forms > 2.5  => 2'],1
88,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
92,['block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5  => 2'],1
93,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
94,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
96,['block_of_affere <= 1.5 && early_uptake_in > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5  => 2'],1
98,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
99,"['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2', 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5  => 2']",2
100,['block_of_affere <= 1.5 && changes_in_lym > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5  => 2'],1
103,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
104,['block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in > 1.5 && special_forms <= 2.5  => 2'],1
105,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
106,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
108,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
109,['block_of_affere <= 1.5 && changes_in_node > 1.5 && changes_in_stru <= 5.5 && early_uptake_in > 1.5 && no_of_nodes_in > 1.5 && special_forms <= 1.5  => 2'],1
110,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5  => 2'],1
111,['block_of_affere <= 1.5 && changes_in_lym > 2.5 && early_uptake_in > 1.5 && special_forms <= 2.5  => 2'],1
113,['block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5  => 2'],1
114,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
115,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
116,['block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5  => 2'],1
118,['block_of_affere <= 1.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5  => 2'],1
123,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
126,['block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node > 2.5 && changes_in_stru > 2.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5 && special_forms <= 2.5  => 2'],1
127,['block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5  => 2'],1
128,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5  => 2'],1
129,['block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 2.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5  => 2'],1
131,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
132,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
134,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
135,"['block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in > 1.5 && special_forms <= 2.5  => 2', 'block_of_affere > 1.5 && changes_in_lym > 2.5 && changes_in_node <= 3.5 && changes_in_stru > 5.5 && no_of_nodes_in > 3.5 && special_forms <= 2.5  => 2']",2
138,"['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2', 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5  => 2']",2
139,['block_of_affere > 1.5 && changes_in_lym > 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 5.5 && no_of_nodes_in > 3.5  => 2'],1
141,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2'],1
142,['block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 2.5 && changes_in_stru > 2.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5  => 4'],1
145,['block_of_affere <= 1.5 && changes_in_lym <= 1.5 && changes_in_stru <= 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5  => 2'],1
147,['block_of_affere <= 1.5 && early_uptake_in > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5  => 2'],1
148,['block_of_affere > 1.5 && changes_in_lym > 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 5.5 && no_of_nodes_in > 3.5  => 2'],1
