Row Number,Rule,Rule Length
38,block_of_affere <= 1.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5  => 2,5
39,block_of_affere <= 1.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5  => 2,5
40,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
41,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
42,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
43,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
44,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
45,block_of_affere <= 1.5 && changes_in_node <= 2.5 && changes_in_stru > 2.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5  => 4,5
52,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
53,block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in > 1.5 && special_forms > 2.5  => 4,4
55,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
56,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
57,block_of_affere <= 1.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5  => 2,5
58,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
59,block_of_affere <= 1.5 && changes_in_stru <= 4.0 && early_uptake_in <= 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5  => 2,5
62,block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5  => 2,6
63,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
64,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
67,block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5  => 2,5
70,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
72,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
73,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
74,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
77,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5  => 2,4
80,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
82,block_of_affere > 1.5 && changes_in_node > 2.5 && early_uptake_in <= 1.5 && no_of_nodes_in > 2.5 && special_forms > 2.5  => 2,5
85,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5  => 2,4
86,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
87,block_of_affere <= 1.5 && changes_in_stru > 4.0 && early_uptake_in > 1.5 && exclusion_of_no <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 2.5  => 2,6
90,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
94,block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5  => 2,3
95,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
97,block_of_affere <= 1.5 && early_uptake_in > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5  => 2,4
99,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
100,block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5  => 2,3
100,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
101,block_of_affere <= 1.5 && changes_in_stru <= 4.0 && early_uptake_in <= 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5  => 2,5
105,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
106,block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in > 1.5 && special_forms <= 2.5  => 2,4
107,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
108,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
109,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
110,block_of_affere <= 1.5 && changes_in_stru > 3.0 && early_uptake_in > 1.5 && no_of_nodes_in > 1.5 && special_forms <= 1.5  => 2,5
110,block_of_affere <= 1.5 && changes_in_node <= 3.0 && changes_in_stru <= 5.5 && early_uptake_in > 1.5 && special_forms <= 2.5  => 2,5
111,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5  => 2,4
112,block_of_affere <= 1.5 && changes_in_node <= 3.0 && changes_in_stru <= 5.5 && early_uptake_in > 1.5 && special_forms <= 2.5  => 2,5
114,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
115,block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5  => 2,3
116,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
117,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
118,block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5  => 2,6
126,block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 6.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5 && special_forms <= 2.5  => 2,6
127,block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5  => 2,6
128,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5  => 2,4
129,block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru <= 6.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5  => 2,5
131,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
133,block_of_affere > 1.5 && changes_in_node <= 2.5 && changes_in_stru > 4.5 && no_of_nodes_in > 3.5 && special_forms <= 2.5  => 2,5
133,block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in > 1.5 && special_forms <= 2.5  => 2,4
136,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
137,block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5  => 2,3
137,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
138,block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5  => 2,5
140,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
141,block_of_affere <= 1.5 && changes_in_node <= 2.5 && changes_in_stru > 2.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5  => 4,5
142,block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2,3
145,block_of_affere <= 1.5 && changes_in_stru <= 4.0 && early_uptake_in <= 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5  => 2,5
147,block_of_affere <= 1.5 && early_uptake_in > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5  => 2,4
147,block_of_affere <= 1.5 && changes_in_node <= 3.0 && changes_in_stru <= 5.5 && early_uptake_in > 1.5 && special_forms <= 2.5  => 2,5
148,block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5  => 2,5
