Row Number,Matched Rules
58,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
59,['block_of_affere <= 1.5 && changes_in_stru <= 4.0 && early_uptake_in <= 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5  => 2']
62,['block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5  => 2']
63,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
64,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
67,['block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5  => 2']
70,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
72,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
73,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
74,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
77,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5  => 2']
80,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
82,['block_of_affere > 1.5 && changes_in_node > 2.5 && early_uptake_in <= 1.5 && no_of_nodes_in > 2.5 && special_forms > 2.5  => 2']
85,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5  => 2']
86,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
87,['block_of_affere <= 1.5 && changes_in_stru > 4.0 && early_uptake_in > 1.5 && exclusion_of_no <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 2.5  => 2']
90,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
94,['block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5  => 2']
95,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
97,['block_of_affere <= 1.5 && early_uptake_in > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5  => 2']
99,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
100,"['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2', 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5  => 2']"
101,['block_of_affere <= 1.5 && changes_in_stru <= 4.0 && early_uptake_in <= 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5  => 2']
105,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
106,['block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in > 1.5 && special_forms <= 2.5  => 2']
107,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
108,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
109,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
110,"['block_of_affere <= 1.5 && changes_in_stru > 3.0 && early_uptake_in > 1.5 && no_of_nodes_in > 1.5 && special_forms <= 1.5  => 2', 'block_of_affere <= 1.5 && changes_in_node <= 3.0 && changes_in_stru <= 5.5 && early_uptake_in > 1.5 && special_forms <= 2.5  => 2']"
111,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5  => 2']
112,['block_of_affere <= 1.5 && changes_in_node <= 3.0 && changes_in_stru <= 5.5 && early_uptake_in > 1.5 && special_forms <= 2.5  => 2']
114,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
115,['block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5  => 2']
116,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
117,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
118,['block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5  => 2']
126,['block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 6.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5 && special_forms <= 2.5  => 2']
127,['block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru > 4.0 && early_uptake_in <= 1.5 && no_of_nodes_in <= 1.5 && special_forms > 1.5  => 2']
128,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5  => 2']
129,['block_of_affere <= 1.5 && changes_in_node > 2.5 && changes_in_stru <= 6.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5  => 2']
131,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
133,"['block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in > 1.5 && special_forms <= 2.5  => 2', 'block_of_affere > 1.5 && changes_in_node <= 2.5 && changes_in_stru > 4.5 && no_of_nodes_in > 3.5 && special_forms <= 2.5  => 2']"
136,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
137,"['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2', 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5  => 2']"
138,['block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5  => 2']
140,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
141,['block_of_affere <= 1.5 && changes_in_node <= 2.5 && changes_in_stru > 2.0 && early_uptake_in <= 1.5 && no_of_nodes_in > 1.5  => 4']
142,['block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5  => 2']
145,['block_of_affere <= 1.5 && changes_in_stru <= 4.0 && early_uptake_in <= 1.5 && exclusion_of_no > 1.5 && no_of_nodes_in <= 1.5  => 2']
147,"['block_of_affere <= 1.5 && early_uptake_in > 1.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5  => 2', 'block_of_affere <= 1.5 && changes_in_node <= 3.0 && changes_in_stru <= 5.5 && early_uptake_in > 1.5 && special_forms <= 2.5  => 2']"
148,['block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 3.5 && special_forms > 1.5  => 2']
