Order,middle-left-square-x,middle-left-square-o,middle-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,top-left-square-x,top-left-square-o,top-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,Rule_Length,Rule
164,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
165,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
168,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
169,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
170,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
179,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
180,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
183,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
184,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
185,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
240,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
241,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
242,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
246,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
247,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
255,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
258,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
259,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
269,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
273,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
274,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
563,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
564,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
565,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
566,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
567,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
568,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
569,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
576,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
609,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
610,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
611,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
612,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
613,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
614,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,6,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5)
