Order,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-left-square-x,top-left-square-o,top-left-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,middle-right-square-o,middle-right-square-b,middle-right-square-x,middle-left-square-x,middle-left-square-o,middle-left-square-b,top-right-square-x,top-right-square-o,top-right-square-b,Rule_Length,Rule
25,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
26,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
28,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
30,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
31,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
33,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
34,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
35,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
38,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
40,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
41,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
43,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
44,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
47,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
48,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
49,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x > 0.5) & (top-right-square-x > 0.5)
