Order,middle-left-square-x,middle-left-square-o,middle-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-left-square-x,top-left-square-o,top-left-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,Rule_Length,Rule
50,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
53,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
58,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
64,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
69,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
70,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
75,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
78,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
103,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
104,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
105,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
114,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
118,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
120,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
121,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
130,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
138,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
141,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
192,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
195,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
207,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
225,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
226,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
227,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
229,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
232,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
237,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
276,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
283,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
285,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
286,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
486,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
489,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
494,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
531,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
532,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
557,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
589,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
597,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
604,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
605,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,6,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5)
