Order,middle-left-square-x,middle-left-square-o,middle-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,top-left-square-x,top-left-square-o,top-left-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,Rule_Length,Rule
658,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
662,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
668,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
669,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
670,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
692,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
693,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
694,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
695,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
698,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
699,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
700,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
701,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
704,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
720,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
721,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
722,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
723,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
724,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
725,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
728,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
731,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
732,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
733,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
739,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
777,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
778,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
779,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
781,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
786,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
788,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
789,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
792,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
797,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
802,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
823,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
870,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
873,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
894,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
895,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
896,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
898,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
899,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
900,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
903,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
905,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
906,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
907,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
913,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
924,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
926,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
937,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
938,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
939,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
942,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,3,(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5)
