Order,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,top-left-square-x,top-left-square-o,top-left-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,Rule_Length,Rule
310,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
311,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
313,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
314,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
348,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
350,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
352,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
353,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
354,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
355,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
356,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
358,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
360,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
362,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
364,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
366,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
370,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
371,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
372,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
373,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
374,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
375,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
376,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
381,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
382,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
383,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
384,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
385,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
386,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
387,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
388,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
390,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
391,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
392,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
393,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
394,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
396,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
397,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
398,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
399,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
400,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
401,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
405,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
407,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
408,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
409,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
410,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
413,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
414,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
415,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
417,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
418,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
419,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
420,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
422,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
425,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
426,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
427,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
428,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
432,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
433,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
434,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
435,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
436,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
437,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
438,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
439,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
443,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
444,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
445,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
446,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
448,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
449,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
450,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
451,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
452,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
458,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
473,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
477,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
478,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
480,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
482,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
484,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
