Row Number,Matched Rules,0,1
55,"({'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) && (exclusion_of_no > 1.5) && (no_of_nodes_in <= 1.5) => 2', 'Rule Length': 5})","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) && (exclusion_of_no > 1.5) && (no_of_nodes_in <= 1.5) => 2', 'Rule Length': 5}"
58,"({'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) && (changes_in_stru <= 2.0) => 2', 'Rule Length': 4},)","{'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) && (changes_in_stru <= 2.0) => 2', 'Rule Length': 4}",
59,"({'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3}",
64,"({'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}",
65,"({'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) && (exclusion_of_no > 1.5) && (no_of_nodes_in <= 1.5) => 2', 'Rule Length': 5})","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) && (exclusion_of_no > 1.5) && (no_of_nodes_in <= 1.5) => 2', 'Rule Length': 5}"
68,"({'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}",
73,"({'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}",
78,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2}",
81,"({'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3}",
82,"({'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}",
84,"({'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3}",
86,"({'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) && (exclusion_of_no > 1.5) && (no_of_nodes_in <= 1.5) => 2', 'Rule Length': 5})","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) && (exclusion_of_no > 1.5) && (no_of_nodes_in <= 1.5) => 2', 'Rule Length': 5}"
89,"({'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3}",
90,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2}",
91,"({'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3}",
92,"({'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}",
93,"({'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) && (changes_in_stru <= 2.0) => 2', 'Rule Length': 4},)","{'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) && (changes_in_stru <= 2.0) => 2', 'Rule Length': 4}",
94,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2}",
97,"({'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}",
100,"({'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in <= 1.5) && (changes_in_lym <= 2.5) && (special_forms <= 1.5) => 2', 'Rule Length': 5},)","{'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in <= 1.5) && (changes_in_lym <= 2.5) && (special_forms <= 1.5) => 2', 'Rule Length': 5}",
103,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2}",
104,"({'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in <= 1.5) && (changes_in_lym <= 2.5) && (special_forms <= 1.5) => 2', 'Rule Length': 5},)","{'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in <= 1.5) && (changes_in_lym <= 2.5) && (special_forms <= 1.5) => 2', 'Rule Length': 5}",
105,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2}",
108,"({'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3}",
111,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2}",
113,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2}",
120,"({'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3}",
121,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2}",
122,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2}",
123,"({'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}",
124,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2}",
125,"({'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) && (exclusion_of_no > 1.5) && (no_of_nodes_in <= 1.5) => 2', 'Rule Length': 5})","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) && (exclusion_of_no > 1.5) && (no_of_nodes_in <= 1.5) => 2', 'Rule Length': 5}"
132,"({'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3}",
139,"({'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) && (exclusion_of_no > 1.5) && (no_of_nodes_in <= 1.5) => 2', 'Rule Length': 5})","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) && (exclusion_of_no > 1.5) && (no_of_nodes_in <= 1.5) => 2', 'Rule Length': 5}"
140,"({'Rule': '(block_of_affere <= 1.5) && (lym_nodes_enlar <= 3.5) && (changes_in_node <= 2.5) && (no_of_nodes_in > 3.5) => 4', 'Rule Length': 4}, {'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 4', 'Rule Length': 2})","{'Rule': '(block_of_affere <= 1.5) && (lym_nodes_enlar <= 3.5) && (changes_in_node <= 2.5) && (no_of_nodes_in > 3.5) => 4', 'Rule Length': 4}","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 4', 'Rule Length': 2}"
141,"({'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}, {'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) && (exclusion_of_no > 1.5) && (no_of_nodes_in <= 1.5) => 2', 'Rule Length': 5})","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) => 2', 'Rule Length': 3}","{'Rule': '(block_of_affere > 1.5) && (early_uptake_in <= 1.5) && (special_forms > 1.5) && (exclusion_of_no > 1.5) && (no_of_nodes_in <= 1.5) => 2', 'Rule Length': 5}"
144,"({'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3}",
145,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2}",
146,"({'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3},)","{'Rule': '(block_of_affere > 1.5) && (extravasates > 1.5) && (early_uptake_in > 1.5) => 3', 'Rule Length': 3}",
147,"({'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2},)","{'Rule': '(block_of_affere <= 1.5) && (changes_in_node <= 3.5) => 2', 'Rule Length': 2}",
