Row Number,Shortest Rules
11,"[{'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && bottom-right-square-x <= 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}]"
12,"[{'Rule': 'bottom-left-square-x <= 0.5 && middle-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && bottom-right-square-x <= 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && top-left-square-b <= 0.5 && top-left-square-o <= 0.5 => positive', 'Rule Length': 4}]"
13,"[{'Rule': 'bottom-middle-square-b <= 0.5 && bottom-right-square-b <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-o > 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-o > 0.5 => positive', 'Rule Length': 4}]"
14,"[{'Rule': 'bottom-left-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && bottom-left-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-b <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-o > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}]"
15,"[{'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-o > 0.5 => positive', 'Rule Length': 4}]"
16,"[{'Rule': 'bottom-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-b <= 0.5 && top-left-square-o <= 0.5 => positive', 'Rule Length': 4}]"
17,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-left-square-b <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}]"
18,"[{'Rule': 'bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-o > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-b <= 0.5 && top-left-square-o <= 0.5 => positive', 'Rule Length': 4}]"
19,"[{'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-left-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}]"
20,"[{'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-left-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-b <= 0.5 && top-left-square-o <= 0.5 => positive', 'Rule Length': 4}]"
21,"[{'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-left-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}]"
22,"[{'Rule': 'bottom-right-square-o > 0.5 && top-left-square-b <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-o > 0.5 && bottom-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-o > 0.5 && middle-middle-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
23,"[{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-b <= 0.5 && bottom-right-square-b <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-b <= 0.5 && bottom-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x > 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-x <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-b <= 0.5 && top-left-square-o <= 0.5 => positive', 'Rule Length': 4}]"
24,"[{'Rule': 'bottom-left-square-o > 0.5 && top-left-square-b <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-b <= 0.5 && bottom-right-square-b <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}]"
25,"[{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-x <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}]"
26,"[{'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-x <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}]"
27,"[{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-b <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-b <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 4}, {'Rule': 'bottom-right-square-x <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => positive', 'Rule Length': 4}]"
