Row Number,Matched Rules,0,1
19,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
20,"({'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 6}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6})","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 6}","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}"
21,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
22,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
25,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
26,"({'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",
31,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
35,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 4}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node <= 2.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6})","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 4}","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node <= 2.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}"
36,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
37,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
38,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
39,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
47,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
50,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
51,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 4}",
52,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
53,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
54,"({'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 1.5 && changes_in_stru <= 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6})","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 1.5 && changes_in_stru <= 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}"
57,"({'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}",
58,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
59,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
60,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
62,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5}, {'Rule': 'block_of_affere > 1.5 && changes_in_lym > 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 5.5 && no_of_nodes_in > 3.5 => 2', 'Rule Length': 5})","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5}","{'Rule': 'block_of_affere > 1.5 && changes_in_lym > 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 5.5 && no_of_nodes_in > 3.5 => 2', 'Rule Length': 5}"
65,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
67,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
68,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
69,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
72,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",
75,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
77,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5}",
80,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",
81,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
82,"({'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node > 2.5 && no_of_nodes_in <= 2.5 && special_forms > 1.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node > 2.5 && no_of_nodes_in <= 2.5 && special_forms > 1.5 => 2', 'Rule Length': 6}",
85,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
89,"({'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",
90,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
91,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
92,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
94,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 4}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node <= 3.0 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 7})","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 4}","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node <= 3.0 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 7}"
95,"({'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 4}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node <= 3.0 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 7})","{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 4}","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node <= 3.0 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 7}"
97,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
98,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}, {'Rule': 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3})","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}"
99,"({'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 6}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6})","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 6}","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}"
102,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
103,"({'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 1.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 1.5 => 2', 'Rule Length': 4}",
104,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
105,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
107,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
108,"({'Rule': 'block_of_affere <= 1.5 && changes_in_node > 1.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6})","{'Rule': 'block_of_affere <= 1.5 && changes_in_node > 1.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}"
109,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",
110,"({'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node <= 2.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node <= 2.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}",
112,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
114,"({'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",
115,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
116,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
117,"({'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node > 2.5 && no_of_nodes_in <= 2.5 && special_forms > 1.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node > 2.5 && no_of_nodes_in <= 2.5 && special_forms > 1.5 => 2', 'Rule Length': 6}",
123,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
126,"({'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node > 3.0 && no_of_nodes_in > 1.5 && special_forms <= 2.5 => 2', 'Rule Length': 7},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node > 3.0 && no_of_nodes_in > 1.5 && special_forms <= 2.5 => 2', 'Rule Length': 7}",
127,"({'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node <= 3.0 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 7},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node <= 3.0 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 7}",
128,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",
129,"({'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node > 2.5 && no_of_nodes_in <= 2.5 && special_forms > 1.5 => 2', 'Rule Length': 6},)","{'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node > 2.5 && no_of_nodes_in <= 2.5 && special_forms > 1.5 => 2', 'Rule Length': 6}",
131,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
133,"({'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3},)","{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",
