Row Number,Matched Rules,0,1
17,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2,
18,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2,
19,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
20,"{'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 6}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}",block_of_affere <= 1.5 && changes_in_lym > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2,block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2
21,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
22,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
25,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
26,"{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2,
31,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
35,"{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 4}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node <= 2.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}",block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2,block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node <= 2.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2
36,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
37,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
38,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
39,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
47,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
50,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
51,"{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 4}",block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2,
52,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
53,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
54,"{'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 1.5 && changes_in_stru <= 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}",block_of_affere <= 1.5 && changes_in_lym <= 1.5 && changes_in_stru <= 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2,block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2
57,"{'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}",block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2,
58,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
59,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
60,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
62,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5}, {'Rule': 'block_of_affere > 1.5 && changes_in_lym > 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 5.5 && no_of_nodes_in > 3.5 => 2', 'Rule Length': 5}",block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2,block_of_affere > 1.5 && changes_in_lym > 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 5.5 && no_of_nodes_in > 3.5 => 2
65,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
67,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
68,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
69,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
72,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2,
75,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
77,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5}",block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2,
80,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2,
81,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
82,"{'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node > 2.5 && no_of_nodes_in <= 2.5 && special_forms > 1.5 => 2', 'Rule Length': 6}",block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node > 2.5 && no_of_nodes_in <= 2.5 && special_forms > 1.5 => 2,
85,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
89,"{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2,
90,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
91,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
92,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
94,"{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 4}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node <= 3.0 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 7}",block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2,block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node <= 3.0 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2
95,"{'Rule': 'block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 4}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node <= 3.0 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 7}",block_of_affere <= 1.5 && changes_in_stru > 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2,block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node <= 3.0 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2
97,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
98,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}, {'Rule': 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5 => 2
99,"{'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 6}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}",block_of_affere <= 1.5 && changes_in_lym > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2,block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2
102,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
103,"{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 1.5 => 2', 'Rule Length': 4}",block_of_affere > 1.5 && changes_in_node <= 2.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 1.5 => 2,
104,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
105,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
107,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
108,"{'Rule': 'block_of_affere <= 1.5 && changes_in_node > 1.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}",block_of_affere <= 1.5 && changes_in_node > 1.5 && changes_in_stru <= 4.5 && no_of_nodes_in > 1.5 && special_forms <= 1.5 => 2,block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2
109,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2,
110,"{'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node <= 2.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}",block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node <= 2.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2,
112,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
114,"{'Rule': 'block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node <= 2.5 && no_of_nodes_in <= 1.5 => 2,
115,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
116,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
117,"{'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node > 2.5 && no_of_nodes_in <= 2.5 && special_forms > 1.5 => 2', 'Rule Length': 6}",block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node > 2.5 && no_of_nodes_in <= 2.5 && special_forms > 1.5 => 2,
123,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
126,"{'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node > 3.0 && no_of_nodes_in > 1.5 && special_forms <= 2.5 => 2', 'Rule Length': 7}",block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node > 3.0 && no_of_nodes_in > 1.5 && special_forms <= 2.5 => 2,
127,"{'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node <= 3.0 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 7}",block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru > 6.5 && defect_in_node <= 3.0 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2,
128,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 4}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in > 2.5 && special_forms <= 2.5 => 2,
129,"{'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node > 2.5 && no_of_nodes_in <= 2.5 && special_forms > 1.5 => 2', 'Rule Length': 6}",block_of_affere <= 1.5 && changes_in_lym > 2.5 && changes_in_stru > 3.5 && defect_in_node > 2.5 && no_of_nodes_in <= 2.5 && special_forms > 1.5 => 2,
131,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
133,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
134,"{'Rule': 'block_of_affere > 1.5 && changes_in_lym > 2.5 && changes_in_node <= 3.5 && changes_in_stru > 5.5 && no_of_nodes_in > 3.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}",block_of_affere > 1.5 && changes_in_lym > 2.5 && changes_in_node <= 3.5 && changes_in_stru > 5.5 && no_of_nodes_in > 3.5 && special_forms <= 2.5 => 2,
137,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}, {'Rule': 'block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,block_of_affere > 1.5 && changes_in_node > 3.5 && no_of_nodes_in <= 1.5 => 2
138,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2', 'Rule Length': 5}, {'Rule': 'block_of_affere > 1.5 && changes_in_lym > 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 5.5 && no_of_nodes_in > 3.5 => 2', 'Rule Length': 5}",block_of_affere > 1.5 && changes_in_node > 2.5 && changes_in_stru <= 5.0 && no_of_nodes_in > 2.5 && special_forms > 2.5 => 2,block_of_affere > 1.5 && changes_in_lym > 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 5.5 && no_of_nodes_in > 3.5 => 2
141,"{'Rule': 'block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2', 'Rule Length': 3}",block_of_affere > 1.5 && changes_in_node > 2.5 && no_of_nodes_in <= 2.5 => 2,
145,"{'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 1.5 && changes_in_stru <= 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 5}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}",block_of_affere <= 1.5 && changes_in_lym <= 1.5 && changes_in_stru <= 4.0 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2,block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2
147,"{'Rule': 'block_of_affere <= 1.5 && changes_in_lym > 1.5 && changes_in_node <= 2.5 && changes_in_stru <= 2.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2', 'Rule Length': 6}, {'Rule': 'block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2', 'Rule Length': 6}",block_of_affere <= 1.5 && changes_in_lym > 1.5 && changes_in_node <= 2.5 && changes_in_stru <= 2.5 && no_of_nodes_in <= 1.5 && special_forms <= 1.5 => 2,block_of_affere <= 1.5 && changes_in_lym <= 2.5 && changes_in_node <= 3.5 && changes_in_stru <= 6.5 && no_of_nodes_in <= 2.5 && special_forms <= 2.5 => 2
